#{"t_start": 1618232876.2618868, "env_id": "seir-v0"}
r,l,t
-0.43316,25,1.303666
-0.475627,25,2.614003
-0.3822,25,3.778775
-0.45864,25,4.873008
-0.5096,25,6.00389
-0.399187,25,7.099845
-0.43316,25,8.224656
-0.543573,25,9.305508
-0.40768,25,10.438986
-0.552067,25,11.508382
-0.48412,25,12.639544
-0.645493,25,13.713518
-0.637,25,14.854531
-0.475627,25,15.965702
-0.450147,25,17.06358
-0.450147,25,18.214214
-0.43316,25,19.299219
-0.475627,25,20.427912
-0.5096,25,21.559057
-0.45864,25,22.686643
-0.416173,25,23.760803
-0.492613,25,24.89238
-0.322747,25,26.006336
-0.2548,25,27.146895
-0.424667,25,28.249571
-0.467133,25,29.379333
-0.424667,25,30.49688
-0.246307,25,31.607071
-0.322747,25,32.734356
-0.2548,25,33.812467
-0.365213,25,34.969626
-0.492613,25,36.141452
-0.518093,25,37.253032
-0.492613,25,38.35041
-0.348227,25,39.465797
-0.48412,25,40.549073
-0.56056,25,41.660326
-0.40768,25,42.886046
-0.45864,25,44.048566
-0.45864,25,45.1625
-0.399187,25,46.291041
-0.518093,25,47.413432
-0.424667,25,48.567657
-0.399187,25,49.682289
-0.390693,25,50.827196
-0.339733,25,51.987971
-0.28028,25,53.052633
-0.552067,25,54.170258
-0.348227,25,55.220165
-0.53508,25,56.346266
-0.314253,25,57.458263
-0.348227,25,58.517477
-0.40768,25,59.697834
-0.365213,25,60.782275
-0.390693,25,61.917831
-0.365213,25,63.028147
-0.492613,25,64.150148
-0.40768,25,65.233826
-0.35672,25,66.351336
-0.552067,25,67.416082
-0.501107,25,68.545904
-0.450147,25,69.673419
-0.594533,25,70.757522
-0.721933,25,71.88344
-0.237813,25,72.961635
-0.43316,25,74.073037
-0.339733,25,75.138512
-0.35672,25,76.254892
-0.620013,25,77.399433
-0.365213,25,78.526882
-0.526587,25,79.59102
-0.390693,25,80.70396
-0.43316,25,81.767413
-0.56056,25,82.879359
-0.40768,25,84.004402
-0.48412,25,85.087444
-0.424667,25,86.218175
-0.424667,25,87.294689
-0.526587,25,88.418213
-0.212333,25,89.558574
-0.373707,25,90.707362
-0.314253,25,92.839488
-0.348227,25,93.984359
-0.271787,25,95.050434
-0.501107,25,96.195771
-0.20384,25,97.310313
-0.322747,25,98.373167
-0.17836,25,99.486323
-0.43316,25,100.579274
-0.314253,25,101.692674
-0.467133,25,102.773886
-0.33124,25,103.924061
-0.246307,25,105.00353
-0.3822,25,106.114532
-0.288773,25,107.182359
-0.28028,25,108.345171
-0.552067,25,109.440206
-0.246307,25,110.572054
-0.518093,25,111.735774
-0.399187,25,112.836775
-0.28028,25,113.987775
-0.33124,25,115.083774
-0.271787,25,116.217774
-0.288773,25,117.417774
-0.3822,25,118.561774
-0.161373,25,119.650774
-0.33124,25,120.783774
-0.195347,25,121.887774
-0.3822,25,123.043774
-0.416173,25,124.197778
-0.348227,25,125.264774
-0.33124,25,126.406775
-0.246307,25,127.527774
-0.2548,25,128.678774
-0.424667,25,129.768775
-0.195347,25,130.903389
-0.441653,25,131.96899
-0.424667,25,133.079349
-0.322747,25,134.127388
-0.348227,25,135.240496
-0.569053,25,136.335932
-0.22932,25,137.449839
-0.373707,25,138.598631
-0.3822,25,139.702325
-0.416173,25,140.815831
-0.492613,25,141.878727
-0.17836,25,142.987061
-0.43316,25,144.052535
-0.263293,25,145.183943
-0.501107,25,146.270292
-0.373707,25,147.378696
-0.373707,25,148.45484
-0.314253,25,149.560719
-0.33124,25,150.617069
-0.2548,25,151.747402
-0.220827,25,152.856115
-0.33124,25,153.950298
-0.441653,25,155.089399
-0.3822,25,156.138882
-0.339733,25,157.26557
-0.271787,25,158.401555
-0.45864,25,159.530545
-0.348227,25,160.601898
-0.28028,25,161.702957
-0.22932,25,162.770798
-0.569053,25,163.877665
-0.416173,25,165.072833
-0.271787,25,166.137807
-0.246307,25,167.271689
-0.263293,25,168.385424
-0.416173,25,169.515908
-0.526587,25,170.618423
-0.339733,25,171.780684
-0.48412,25,172.852751
-0.322747,25,173.999687
-0.365213,25,175.053793
-0.365213,25,176.182341
-0.288773,25,177.273235
-0.5096,25,178.395651
-0.441653,25,179.49369
-0.518093,25,180.594775
-0.33124,25,181.696005
-0.322747,25,182.776278
-0.348227,25,184.908641
-0.322747,25,186.004305
-0.399187,25,187.117112
-0.314253,25,188.192822
-0.22932,25,189.304105
-0.35672,25,190.383985
-0.492613,25,191.512076
-0.399187,25,192.650835
-0.322747,25,193.755321
-0.17836,25,194.869868
-0.30576,25,195.966133
-0.35672,25,197.094779
-0.348227,25,198.216339
-0.263293,25,199.347083
-0.20384,25,200.426193
-0.2548,25,201.568281
-0.195347,25,202.621288
-0.20384,25,203.787763
-0.399187,25,204.932853
-0.30576,25,206.188141
-0.365213,25,207.559404
-0.195347,25,208.726573
-0.322747,25,209.915625
-0.22932,25,211.018537
-0.271787,25,212.144163
-0.2548,25,213.231849
-0.195347,25,214.352687
-0.30576,25,215.425079
-0.416173,25,216.56589
-0.2548,25,217.661477
-0.314253,25,218.810212
-0.297267,25,219.946053
-0.30576,25,221.044427
-0.399187,25,222.172791
-0.30576,25,223.256227
-0.246307,25,224.414264
-0.399187,25,225.496131
-0.441653,25,226.706407
-0.220827,25,227.758012
-0.212333,25,228.924499
-0.271787,25,230.013279
-0.237813,25,231.158079
-0.20384,25,232.264199
-0.22932,25,233.399518
-0.297267,25,234.527089
-0.212333,25,235.606506
-0.246307,25,236.733871
-0.30576,25,237.797995
-0.373707,25,238.936684
-0.297267,25,240.022573
-0.322747,25,241.138801
-0.30576,25,242.23346
-0.161373,25,243.364743
-0.322747,25,244.463417
-0.271787,25,245.603108
-0.297267,25,246.778692
-0.297267,25,247.873391
-0.28028,25,249.000259
-0.169867,25,250.082087
-0.22932,25,251.211513
-0.263293,25,252.271007
-0.220827,25,253.392561
-0.212333,25,254.457337
-0.2548,25,255.587228
-0.288773,25,256.650522
-0.365213,25,257.74891
-0.15288,25,258.85256
-0.314253,25,259.984191
-0.22932,25,261.101081
-0.28028,25,262.187433
-0.30576,25,263.337415
-0.348227,25,264.432812
-0.246307,25,265.628414
-0.288773,25,266.703515
-0.263293,25,267.81407
-0.314253,25,268.899278
-0.271787,25,270.02485
-0.314253,25,271.128681
-0.20384,25,272.282385
-0.424667,25,273.421488
-0.288773,25,274.469376
-0.212333,25,275.582219
-0.322747,25,277.854727
-0.33124,25,279.005412
-0.339733,25,280.072814
-0.1274,25,281.202718
-0.297267,25,282.277399
-0.17836,25,283.415273
-0.135893,25,284.479594
-0.28028,25,285.608416
-0.33124,25,286.671268
-0.297267,25,287.780708
-0.22932,25,288.922666
-0.195347,25,290.016669
-0.220827,25,291.150497
-0.212333,25,292.286968
-0.2548,25,293.438939
-0.263293,25,294.531748
-0.35672,25,295.644547
-0.297267,25,296.734556
-0.30576,25,297.866643
-0.28028,25,298.942647
-0.246307,25,300.055924
-0.1274,25,301.177095
-0.212333,25,302.30318
-0.186853,25,303.414984
-0.314253,25,304.496678
-0.144387,25,305.593659
-0.246307,25,306.675108
-0.195347,25,307.813397
-0.22932,25,308.927907
-0.195347,25,310.064936
-0.30576,25,311.127945
-0.28028,25,312.244373
-0.1274,25,313.32564
-0.084933,25,314.432506
-0.237813,25,315.56405
-0.212333,25,316.638915
-0.246307,25,317.753677
-0.297267,25,318.862957
-0.297267,25,319.981388
-0.186853,25,321.054713
-0.212333,25,322.168991
-0.220827,25,323.232902
-0.314253,25,324.324875
-0.17836,25,325.41816
-0.22932,25,326.527133
-0.118907,25,327.591402
-0.348227,25,328.697094
