#{"t_start": 1617827836.7979789, "env_id": "seir-v0"}
r,l,t
-0.245635,25,13.14301
-0.479617,25,15.281016
-0.417054,25,17.425019
-0.181099,25,19.57101
-0.468951,25,21.728021
-0.454632,25,23.90398
-0.440505,25,26.049023
-0.394308,25,28.220983
-0.547992,25,30.375653
-0.430413,25,32.495348
-0.458828,25,34.577934
-0.254766,25,36.641379
-0.300873,25,38.795561
-0.287399,25,40.889306
-0.403969,25,42.997173
-0.523854,25,45.105277
-0.321807,25,47.23012
-0.386669,25,49.353566
-0.2279,25,51.494223
-0.510021,25,53.642771
-0.320363,25,55.788772
-0.349561,25,57.925761
-0.269316,25,60.054771
-0.517385,25,62.178771
-0.282788,25,64.299772
-0.316545,25,66.407771
-0.492479,25,68.515769
-0.251425,25,70.659769
-0.228171,25,72.772771
-0.448341,25,74.886772
-0.415276,25,76.985786
-0.255566,25,79.152786
-0.481915,25,81.302772
-0.252573,25,83.451767
-0.192328,25,85.57877
-0.309777,25,87.706761
-0.295652,25,89.80977
-0.46687,25,91.923774
-0.279494,25,94.034767
-0.345167,25,96.151771
-0.198768,25,98.263772
-0.388214,25,100.386772
-0.363075,25,102.491761
-0.220669,25,104.614763
-0.537763,25,106.719762
-0.471706,25,108.879761
-0.391615,25,111.019767
-0.29141,25,113.201734
-0.259723,25,115.310772
-0.23872,25,117.449787
-0.536686,25,119.563731
-0.318465,25,121.681767
-0.305735,25,123.802761
-0.428758,25,125.947766
-0.346657,25,128.060771
-0.290116,25,130.217749
-0.341428,25,132.368406
-0.369712,25,134.457265
-0.505691,25,136.588848
-0.228922,25,138.68615
-0.308068,25,140.746501
-0.407749,25,142.828186
-0.230528,25,144.913107
-0.256149,25,147.021394
-0.401162,25,149.072927
-0.535247,25,151.170022
-0.518059,25,153.289748
-0.394127,25,155.399138
-0.342337,25,157.475498
-0.45809,25,159.553013
-0.206494,25,161.63764
-0.326799,25,163.755862
-0.218641,25,165.864358
-0.575,25,168.003311
-0.529072,25,170.092302
-0.415077,25,172.201973
-0.352562,25,174.361068
-0.449759,25,176.657071
-0.570416,25,178.80307
-0.197873,25,181.130184
-0.316347,25,183.280252
-0.270577,25,187.778687
-0.167405,25,189.984823
-0.428047,25,192.262685
-0.43008,25,194.3545
-0.155424,25,196.484217
-0.209715,25,198.569779
-0.330601,25,200.657786
-0.219938,25,202.743115
-0.435442,25,204.856373
-0.441117,25,206.982909
-0.308658,25,209.088279
-0.318705,25,211.187037
-0.211327,25,213.274323
-0.384876,25,215.349504
-0.418868,25,217.457439
-0.18483,25,219.535458
-0.27597,25,221.643371
-0.291325,25,223.769322
-0.305802,25,225.892799
-0.196135,25,227.998476
-0.479185,25,230.109304
-0.408326,25,232.219447
-0.45008,25,234.36596
-0.454241,25,236.515961
-0.494878,25,238.655961
-0.400557,25,240.773957
-0.248448,25,243.04195
-0.152962,25,245.226919
-0.209305,25,247.367923
-0.470662,25,249.47996
-0.453158,25,251.685949
-0.196598,25,253.81996
-0.419368,25,255.942923
-0.203459,25,258.079976
-0.239641,25,260.18195
-0.349288,25,262.30296
-0.283712,25,264.430955
-0.309097,25,266.571962
-0.210023,25,268.719977
-0.342734,25,270.831949
-0.426744,25,272.956922
-0.180325,25,275.055963
-0.44402,25,277.15796
-0.317791,25,279.315959
-0.4372,25,281.451922
-0.385265,25,283.583952
-0.296964,25,285.692958
-0.29777,25,287.82096
-0.387505,25,289.947959
-0.250888,25,292.071926
-0.216928,25,294.230037
-0.315937,25,296.364052
-0.451034,25,298.492591
-0.50715,25,300.602736
-0.223079,25,302.70512
-0.190805,25,304.802892
-0.304561,25,306.912675
-0.495309,25,309.052486
-0.373189,25,311.208127
-0.244398,25,313.349872
-0.487863,25,315.479976
-0.170656,25,317.598669
-0.182466,25,319.720951
-0.218132,25,321.831091
-0.376745,25,323.970298
-0.491208,25,326.086184
-0.458673,25,328.252441
-0.194002,25,330.401401
-0.251691,25,332.550709
-0.199335,25,334.697962
-0.193735,25,336.859753
-0.341254,25,338.991285
-0.251202,25,341.091616
-0.346831,25,343.214422
-0.222615,25,345.355679
-0.432031,25,347.456155
-0.245226,25,349.572127
-0.341582,25,351.656716
-0.452667,25,353.778549
-0.277567,25,355.854549
-0.325745,25,357.954609
-0.247399,25,360.028553
-0.361898,25,364.17958
-0.33452,25,366.292552
-0.2548,25,368.349594
-0.327994,25,370.44155
-0.432976,25,372.520549
-0.302539,25,374.599591
-0.256005,25,376.67155
-0.348081,25,378.731552
-0.115334,25,380.827592
-0.409553,25,382.89455
-0.455865,25,384.967553
-0.285479,25,387.01655
-0.407626,25,389.087549
-0.184919,25,391.153552
-0.385846,25,393.251549
-0.378995,25,395.364552
-0.260697,25,397.423579
-0.220998,25,399.479553
-0.281991,25,401.574549
-0.354329,25,403.636606
-0.564889,25,405.73055
-0.217631,25,407.77255
-0.389064,25,409.834549
-0.479464,25,411.904549
-0.211522,25,414.05958
-0.191411,25,416.14055
-0.226089,25,418.229549
-0.470844,25,420.306796
-0.435152,25,422.518758
-0.379404,25,425.335776
-0.148946,25,427.727786
-0.356883,25,430.114786
-0.226481,25,432.618757
-0.310185,25,435.010799
-0.407068,25,437.254796
-0.087753,25,439.372797
-0.338822,25,441.499791
-0.157383,25,443.626812
-0.434262,25,445.745814
-0.347331,25,447.853786
-0.42412,25,449.976799
-0.324266,25,452.155808
-0.363408,25,454.302786
-0.40385,25,456.444798
-0.369193,25,458.574786
-0.093403,25,460.696786
-0.489453,25,462.826797
-0.211967,25,464.954786
-0.516925,25,467.128812
-0.228159,25,469.244792
-0.262776,25,471.3738
-0.208423,25,473.613757
-0.082814,25,476.045756
-0.116737,25,478.366786
-0.425075,25,480.530794
-0.287754,25,482.671793
