#{"t_start": 1618084735.4439943, "env_id": "seir-v0"}
r,l,t
-0.44103,25,1.477983
-0.369866,25,3.155986
-0.47903,25,4.370013
-0.38674,25,5.559013
-0.291269,25,6.735014
-0.553692,25,7.912013
-0.322913,25,9.389013
-0.304854,25,10.564013
-0.289412,25,11.764014
-0.395826,25,12.935609
-0.329962,25,14.117346
-0.549978,25,15.34235
-0.290483,25,16.774375
-0.393899,25,17.958385
-0.225077,25,19.142384
-0.490008,25,20.315375
-0.353756,25,21.531376
-0.294528,25,23.009375
-0.199973,25,24.200382
-0.303708,25,25.433351
-0.278662,25,26.692375
-0.441009,25,27.90439
-0.290957,25,29.125382
-0.151085,25,30.683346
-0.557344,25,31.856348
-0.404723,25,33.065348
-0.403762,25,34.504582
-0.56588,25,36.100216
-0.317629,25,37.553758
-0.535439,25,39.145721
-0.526504,25,40.382755
-0.377782,25,41.585756
-0.315975,25,42.785754
-0.515179,25,44.267761
-0.340354,25,45.525723
-0.388584,25,46.749759
-0.336943,25,47.947755
-0.245373,25,49.121753
-0.447514,25,50.577761
-0.149957,25,51.866725
-0.274096,25,53.07756
-0.382656,25,54.252516
-0.249432,25,55.869515
-0.200237,25,57.547317
-0.473559,25,59.004347
-0.328675,25,60.619319
-0.152871,25,61.912375
-0.453712,25,63.126264
-0.43885,25,64.651056
-0.621292,25,65.859593
-0.398349,25,67.034596
-0.315452,25,68.20756
-0.310762,25,69.37856
-0.216733,25,70.538574
-0.242215,25,71.94659
-0.173426,25,73.13156
-0.197205,25,74.28456
-0.436865,25,75.870684
-0.321488,25,77.38501
-0.128119,25,78.80801
-0.478931,25,79.959009
-0.125538,25,81.145713
-0.38297,25,82.328728
-0.222401,25,83.512686
-0.217135,25,84.825722
-0.509397,25,86.505684
-0.249041,25,87.772716
-0.275247,25,89.286747
-0.520855,25,90.650716
-0.228603,25,92.143634
-0.350889,25,93.636985
-0.223286,25,94.902981
-0.345927,25,96.067981
-0.339595,25,97.241981
-0.444853,25,98.639986
-0.498711,25,100.158987
-0.337508,25,101.537987
-0.370089,25,102.813981
-0.328226,25,104.108962
-0.459501,25,105.466987
-0.501608,25,106.803955
-0.211553,25,109.656951
-0.406126,25,110.977992
-0.459833,25,112.273956
-0.258347,25,113.576985
-0.557516,25,114.857959
-0.510406,25,116.493991
-0.396641,25,117.751996
-0.345126,25,119.077991
-0.321215,25,120.393981
-0.292294,25,121.666989
-0.419653,25,123.265987
-0.314344,25,124.746019
-0.212575,25,126.527982
-0.364669,25,127.797987
-0.535828,25,129.099982
-0.538243,25,130.657353
-0.239604,25,131.919346
-0.310677,25,133.225355
-0.520696,25,134.514681
-0.281684,25,135.683677
-0.21722,25,136.847677
-0.232923,25,138.249678
-0.287982,25,139.425683
-0.391577,25,140.585677
-0.293831,25,141.841692
-0.494326,25,143.264688
-0.314336,25,144.421677
-0.366581,25,145.582678
-0.377764,25,146.751683
-0.469286,25,147.899705
-0.214223,25,149.355681
-0.253596,25,150.499678
-0.207842,25,151.645987
-0.408092,25,152.909214
-0.263994,25,154.118132
-0.410422,25,155.264366
-0.557378,25,156.795614
-0.371766,25,158.254726
-0.206138,25,159.883854
-0.193471,25,161.526212
-0.380598,25,163.081499
-0.423379,25,164.83745
-0.311785,25,166.278006
-0.212133,25,167.709668
-0.362186,25,169.075737
-0.180981,25,170.463057
-0.197061,25,171.874075
-0.271676,25,173.51675
-0.242885,25,174.923542
-0.441118,25,176.283138
-0.173342,25,177.676416
-0.187776,25,178.993968
-0.405887,25,180.556822
-0.37002,25,181.856269
-0.506281,25,183.157258
-0.30348,25,184.430269
-0.460752,25,185.754263
-0.356119,25,187.314277
-0.631279,25,188.581267
-0.327426,25,189.845457
-0.29077,25,191.095686
-0.528531,25,192.376386
-0.256504,25,193.649728
-0.495536,25,195.141842
-0.34916,25,196.399418
-0.319029,25,197.616095
-0.294854,25,198.865647
-0.139554,25,200.083417
-0.542999,25,201.724294
-0.498392,25,203.06329
-0.419539,25,204.311855
-0.517491,25,205.673706
-0.42283,25,206.928469
-0.228165,25,208.396117
-0.418149,25,209.660538
-0.343082,25,210.935617
-0.276576,25,212.217207
-0.509418,25,213.577049
-0.369286,25,215.21881
-0.287428,25,216.630341
-0.416347,25,217.931844
-0.15503,25,219.26957
-0.42809,25,221.912124
-0.434738,25,223.213497
-0.320897,25,224.866342
-0.2954,25,226.176276
-0.236902,25,227.475869
-0.330082,25,228.706846
-0.158402,25,230.458531
-0.208944,25,231.897937
-0.400419,25,233.595488
-0.272577,25,234.835724
-0.499288,25,236.077023
-0.249718,25,237.605149
-0.214711,25,238.836145
-0.344185,25,240.11035
-0.315768,25,241.472957
-0.394423,25,242.781295
-0.416513,25,244.450964
-0.344039,25,246.089072
-0.359989,25,247.306416
-0.173041,25,248.548956
-0.492258,25,249.762085
-0.356239,25,251.001492
-0.473468,25,252.602756
-0.328314,25,253.887903
-0.336206,25,255.054152
-0.272642,25,256.205281
-0.369494,25,257.333698
-0.30468,25,258.49337
-0.378817,25,259.873653
-0.269363,25,261.031811
-0.149011,25,262.160754
-0.23455,25,263.32144
-0.146037,25,264.473181
-0.318498,25,265.860782
-0.149453,25,267.020254
-0.211137,25,268.18049
-0.464254,25,269.389966
-0.320163,25,270.579523
-0.251678,25,271.693938
-0.280005,25,273.223589
-0.205938,25,274.888707
-0.117243,25,276.53432
-0.445202,25,277.918761
-0.442708,25,279.19125
-0.326239,25,280.725439
-0.193079,25,281.912886
-0.280336,25,283.053851
-0.315466,25,284.309059
-0.269726,25,285.56516
-0.180209,25,286.970042
-0.486459,25,288.111617
-0.409429,25,289.236963
-0.386862,25,290.389383
-0.461723,25,291.498759
-0.401116,25,292.908562
-0.38195,25,294.049431
-0.413238,25,295.206414
-0.420345,25,296.346362
-0.523105,25,297.611101
-0.159197,25,299.009102
-0.359355,25,300.1681
-0.28902,25,301.626073
-0.49567,25,302.881104
-0.445395,25,304.206075
-0.30998,25,305.853106
-0.183476,25,307.200071
-0.212058,25,308.599109
-0.119496,25,309.855106
-0.366876,25,311.122115
-0.442945,25,312.403109
-0.318085,25,313.908074
-0.130174,25,315.177457
-0.296014,25,316.492322
-0.425017,25,317.860762
-0.478216,25,319.34212
-0.167938,25,320.572981
-0.311677,25,321.815997
-0.132162,25,323.114181
-0.272943,25,324.408371
-0.264106,25,325.947829
-0.368887,25,327.675839
-0.450054,25,328.98874
-0.281011,25,331.697826
-0.440467,25,332.999137
-0.401834,25,334.309678
-0.373985,25,335.900173
-0.382701,25,337.540526
-0.348059,25,339.090338
-0.094032,25,340.482272
-0.538202,25,341.79893
-0.189098,25,343.109549
-0.328827,25,344.681044
-0.196091,25,346.016592
-0.561994,25,347.334501
-0.148149,25,348.759007
-0.334632,25,350.065944
-0.265806,25,351.642015
-0.148697,25,352.964653
-0.094824,25,354.320474
-0.129651,25,355.603728
-0.379403,25,356.896899
-0.22379,25,358.975906
-0.284431,25,360.26596
-0.179186,25,361.548845
-0.146669,25,362.84272
-0.320114,25,364.413717
-0.42283,25,365.699367
-0.21297,25,367.232467
-0.239555,25,368.466932
-0.336479,25,369.688277
-0.253193,25,370.922508
-0.137628,25,372.149723
-0.273082,25,373.642396
-0.442402,25,374.875104
-0.383388,25,376.107877
-0.473741,25,377.339994
-0.314991,25,378.565699
-0.281449,25,380.072107
-0.396224,25,381.295999
-0.303836,25,382.515535
-0.198931,25,383.736991
-0.143004,25,384.954467
-0.290019,25,386.423639
-0.134616,25,387.646559
-0.130257,25,388.954118
-0.410239,25,390.23261
-0.425947,25,391.481232
-0.2433,25,392.824881
-0.152303,25,394.360706
-0.197842,25,395.792365
-0.130185,25,397.446975
-0.280792,25,399.008276
-0.140193,25,400.668843
-0.410146,25,402.149663
-0.214019,25,403.514143
-0.188739,25,404.837086
-0.291957,25,406.07303
-0.353522,25,407.563783
-0.429008,25,408.87748
-0.474547,25,410.235914
-0.38481,25,411.754611
-0.171592,25,413.026697
-0.223145,25,414.254252
-0.249047,25,415.704057
-0.45366,25,416.975274
-0.391758,25,418.245325
-0.266324,25,419.482324
-0.245928,25,420.691325
-0.419905,25,422.161334
-0.341274,25,423.411298
-0.40153,25,424.668339
-0.470003,25,425.900298
-0.278954,25,427.116333
-0.294933,25,428.414335
-0.23004,25,430.213329
-0.379516,25,431.710299
-0.249433,25,433.055325
-0.423947,25,434.298324
-0.279857,25,435.538331
-0.423653,25,437.107329
-0.404606,25,438.368014
-0.283591,25,439.580601
-0.208328,25,440.795232
-0.329013,25,442.006832
-0.390535,25,444.449222
-0.152713,25,445.930897
-0.130719,25,447.142643
-0.276205,25,448.355375
-0.324112,25,449.562457
-0.285548,25,451.043514
-0.335378,25,452.648562
-0.422084,25,454.062796
-0.267068,25,455.627783
-0.283509,25,457.065814
-0.283248,25,458.481049
-0.412739,25,460.120427
-0.438013,25,461.407129
-0.187825,25,462.626468
-0.251287,25,463.861214
-0.365576,25,465.067626
-0.433055,25,466.553453
-0.211339,25,467.792503
-0.142302,25,469.046376
-0.126996,25,470.252914
-0.190115,25,471.479147
-0.42374,25,472.951123
-0.27996,25,474.15661
-0.253051,25,475.357785
-0.212475,25,476.55646
-0.285418,25,477.851723
-0.204247,25,479.375722
-0.158413,25,480.58075
-0.433973,25,481.80275
-0.237815,25,483.022753
-0.339516,25,484.236755
-0.120187,25,485.486723
-0.399762,25,486.959749
-0.20541,25,488.246663
-0.340496,25,489.463045
-0.370329,25,490.617765
-0.419172,25,492.015996
-0.344635,25,493.164035
-0.355062,25,494.316484
-0.103836,25,495.494194
-0.262347,25,496.653929
-0.276578,25,497.837058
-0.328548,25,499.25173
-0.189179,25,500.397996
-0.159574,25,501.564288
-0.303114,25,502.718836
-0.080493,25,503.879985
-0.306898,25,505.276989
-0.359924,25,506.420077
-0.232439,25,507.613013
-0.326434,25,508.738961
-0.441907,25,509.898636
-0.239946,25,511.071685
-0.203341,25,512.459899
-0.224052,25,513.610045
-0.215632,25,514.758621
-0.45653,25,515.935169
-0.157499,25,517.073491
-0.209811,25,518.469103
-0.366888,25,519.634849
-0.303639,25,520.809902
-0.331327,25,522.020637
-0.125999,25,523.196456
-0.169909,25,524.587803
-0.290901,25,525.747466
-0.157584,25,526.891625
-0.206115,25,528.052606
-0.29747,25,529.212431
-0.234946,25,530.371295
-0.362729,25,531.774297
-0.336169,25,532.927317
-0.266917,25,534.103438
-0.361629,25,535.315468
-0.317281,25,536.546965
-0.177622,25,538.324647
-0.50619,25,539.614642
-0.334523,25,540.903895
-0.424435,25,542.138965
-0.130194,25,543.426633
-0.319951,25,544.984055
-0.350749,25,546.170857
-0.383335,25,547.349184
-0.250227,25,549.727565
-0.170678,25,550.88993
-0.35528,25,552.409862
-0.303849,25,553.617304
-0.175069,25,554.913453
-0.308902,25,556.080589
-0.156144,25,557.240695
-0.213387,25,558.395276
-0.175784,25,559.80233
-0.339136,25,560.942979
-0.317381,25,562.096206
-0.162936,25,563.229441
-0.287559,25,564.625322
-0.185506,25,565.75067
-0.228554,25,566.897094
-0.243356,25,568.056023
-0.197846,25,569.325223
-0.192211,25,570.734408
-0.307417,25,571.865217
-0.414219,25,573.008664
-0.369359,25,574.179919
-0.336304,25,575.313012
-0.292659,25,576.470838
-0.229663,25,577.962577
-0.365744,25,579.106944
-0.247531,25,580.25048
-0.216157,25,581.392329
-0.211203,25,582.565794
-0.09894,25,584.012655
-0.204897,25,585.31552
-0.152941,25,586.443038
-0.264298,25,587.648515
-0.376589,25,588.829239
-0.186793,25,590.031928
-0.165073,25,591.443192
-0.197296,25,592.61773
-0.233948,25,593.796157
-0.120926,25,594.924124
-0.280478,25,596.086394
-0.245293,25,597.561876
-0.206215,25,598.728876
-0.289131,25,599.882876
-0.20159,25,601.056847
-0.360981,25,602.219875
-0.166773,25,603.617877
-0.233687,25,604.782876
-0.305142,25,605.952883
-0.350013,25,607.099876
-0.346008,25,608.290876
-0.408359,25,609.445876
-0.216678,25,610.830875
-0.393154,25,612.067777
-0.166734,25,613.195776
-0.228199,25,614.328776
-0.103939,25,615.47993
-0.367704,25,617.071611
-0.285905,25,618.544359
-0.151314,25,619.830154
-0.122304,25,621.007833
-0.338327,25,622.199001
-0.475593,25,623.640143
-0.203081,25,624.800858
-0.294154,25,625.97406
-0.381566,25,627.250755
-0.335752,25,628.507808
-0.238953,25,629.927665
-0.199119,25,631.117817
-0.199594,25,632.29268
-0.243739,25,633.505217
-0.11866,25,634.677183
-0.444498,25,635.869321
-0.241112,25,637.42734
-0.145574,25,638.613482
-0.179398,25,639.800213
-0.13911,25,641.01504
-0.162589,25,642.796028
-0.282069,25,644.465606
-0.216904,25,645.80863
-0.362449,25,647.158651
-0.431185,25,648.35106
-0.211567,25,649.786427
-0.099614,25,650.966828
-0.274094,25,653.399227
-0.164105,25,654.604796
-0.347239,25,655.795561
-0.332087,25,657.119632
-0.220057,25,658.609634
-0.122323,25,659.740635
-0.141724,25,660.861633
-0.188461,25,661.978635
-0.342254,25,663.10763
-0.260487,25,664.476633
-0.2161,25,665.613634
-0.298311,25,666.746631
-0.050461,25,667.900631
-0.218668,25,669.072635
-0.186792,25,670.241634
-0.362233,25,671.625632
-0.265385,25,672.755636
-0.201549,25,673.903659
-0.306316,25,675.037631
-0.304824,25,676.202562
-0.367298,25,677.695115
-0.244342,25,678.888259
-0.238602,25,680.085927
-0.438899,25,681.253237
-0.174875,25,682.428756
-0.19523,25,683.839757
-0.252865,25,685.032024
-0.282632,25,686.233407
-0.330406,25,687.429211
-0.263227,25,688.652705
-0.283651,25,689.844932
-0.204266,25,691.285667
-0.23474,25,692.506036
-0.192311,25,693.700682
-0.310485,25,694.876384
-0.195438,25,696.067569
-0.082615,25,697.491735
-0.307668,25,698.667244
-0.271326,25,699.84543
-0.370606,25,701.021115
-0.263903,25,702.21203
-0.034853,25,703.623736
-0.199341,25,704.853736
-0.308691,25,706.035476
-0.153657,25,707.274049
-0.309994,25,708.482969
-0.150357,25,709.892965
-0.238937,25,711.157637
-0.111298,25,712.368575
-0.170965,25,713.555043
-0.31622,25,714.767932
-0.157925,25,715.926285
-0.169966,25,717.401275
-0.261983,25,718.53725
-0.152879,25,719.700703
-0.248757,25,720.918893
-0.21338,25,722.352664
-0.104225,25,723.545427
-0.187749,25,724.728229
-0.303953,25,725.920341
-0.195843,25,727.089869
-0.241239,25,728.539171
-0.367842,25,729.739643
-0.245435,25,730.913226
-0.131133,25,732.135034
-0.203327,25,733.328912
-0.330437,25,734.520818
-0.28856,25,735.992439
-0.155804,25,737.197942
-0.328635,25,738.406019
-0.093994,25,739.566098
-0.30644,25,740.772723
-0.288042,25,742.194113
-0.388685,25,743.390582
-0.153067,25,744.59818
-0.215728,25,745.886156
-0.318098,25,747.074295
-0.249089,25,748.278053
-0.190276,25,749.709847
-0.068811,25,750.883835
-0.322351,25,752.0602
-0.08052,25,753.219923
-0.213895,25,755.525605
-0.279973,25,756.95119
-0.312426,25,758.117215
-0.289463,25,759.301782
-0.317087,25,760.477441
-0.221362,25,761.661738
-0.340946,25,763.111321
-0.145965,25,764.38829
-0.217337,25,765.627869
-0.202454,25,766.850242
-0.186515,25,768.028523
-0.172578,25,769.193558
-0.28014,25,770.618925
-0.125103,25,771.808141
-0.138569,25,772.998823
-0.308382,25,774.193988
